title,overview,genres,poster_path
A Royal Christmas,"A young working girl with a blue-collar background is surprised when her new fiancé announces he is actually a prince of a small sovereign country in Europe. After the couple quickly takes off to spend the holidays at his family’s sprawling, royal castle, she must work hard to win over her disapproving and unaccepting future mother-in-law—the Queen—and find out if love truly can conquer all.",['Family'],/w9zOKOPvQzYuV3YU2NPixyYNJj8.jpg
Secrets of War,"Tuur and Lambert are best friends. But the war is closing in and is about to change their lives forever. Tuurs dad joined the resistance and even his big brother seems so be part of it. Lamberts family on the other hand choose to obey the Germans. Then a new girls from the city shows up, befriending the boys but telling her secret to only one of them. A choice that separates the boys and ultimately gets her in trouble.",['Family'],/55kfj35TaFkoDIaTnyDUVDe2c77.jpg
Pokémon the Movie: Diancie and the Cocoon of Destruction,"In the underground Diamond Domain, where many Carbink live, the Mythical Pokémon Diancie serves as ruler. The Heart Diamond that sustains the land is beginning to fall apart, and Diancie is not yet strong enough to create a new one. While seeking help from the Legendary Pokémon Xerneas, Diancie encounters a group of thieves who want to take control of its diamond-producing power–and who awaken the Legendary Pokémon Yveltal from its cocoon in the process! Can Ash and his friends help Diancie discover its true power, stop Yveltal’s rampage, and save the Diamond Domain?",['Family'],/rA0KbJZbBt2fMmZs8bwPZnzFfDc.jpg
Spanish Affair,"Rafael, a Seville citizen who has never left the Spanish region of Andalucia, decides to leave his homeland to follow Amaia, a Basque girl unlike other women he has known.",['Family'],/vUbn2Dy9qWWV8VnktvuGn9YiCRL.jpg
JLA Adventures: Trapped in Time,"Get ready for a battle of the ages when the Justice League faces off against its archenemies, the Legion of Doom, in an all-new movie from DC Comics. A mysterious being known as the Time Trapper arises, and a sinister plan led by Lex Luthor sends the Legion of Doom back in time to eliminate Superman, Wonder Woman and Batman before they become super heroes. For Aquaman, Flash and Cyborg, along with teen super heroes Karate Kid and Dawnstar, the stakes have never been higher, the rescue mission never deadlier. So join the fight for the future as the Justice League confronts its ultimate challenge… the threat of having never existed!",['Family'],/qchNuTbnleCtlIB8wyV03f36VuF.jpg
Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",['Family'],/gbrNsZ1dOK789NwWPyC0SuEABgr.jpg
LEGO DC Comics Super Heroes: Batman Be-Leaguered,"When Batman, claiming to be a loner, refuses to join the Justice League, he is drawn into working with them when they are kidnapped one-by-one and held prisoner by one of Batman's nemeses.",['Family'],/7JmTzxQx78PfRKVuQjpG80jjXoM.jpg
Rio 2,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",['Family'],/gVNTBrjxh2YRmQFjlaqrNbHVvrd.jpg
Bibi & Tina,"Bibi Blocksberg visits her friend Tina Martin at the riding stables during the summer vacation. This year there is to be a special horse race organized by Count Falko. However, the two friends run into trouble when Sophia von Gelenberg from an elite boarding school at Falkenstein Castle, a participant and close acquaintance of the house, arrives and tries to steal Tina's boyfriend Alexander. The shady businessman Hans Kakmann is also up to no good, and it's not just the foal Socrates, known as ""Socke"", he's after. Bibi tries to save Alex and Tina's relationship on the one hand and expose Kakmann's business practices on the other. But even witchcraft can't prevent her from turning everyone against her, Count Falko enrolling his son in boarding school and Kakman offering to buy the foal ""Socke"".",['Family'],/gPslMuE7uKH4yRDhhuw1rz6n9Bl.jpg
Teen's Confessions,Four sisters work together to raise rent money after learning they have to move to another neighborhood in this coming-of-age drama based on the series.,['Family'],/w21eOmw5KwEyaPIsD8JmVtVXGrz.jpg
The Snow Queen 2: Refreeze,"After the trolls' victory over the Snow Queen, Orm claims that he is destined to marry the princess and inherit great power.",['Family'],/fU6kiB3p4efwC48hDdy77eC5qJK.jpg
How to Build a Better Boy,"After inadvertently inputting the qualities of the ideal boyfriend into a high-tech government computer, two social outcasts named Mae and Gabby must contend with Albert, a cybernetic sweetheart with only one directive: to treat Mae to the perfect highschool romance.",['Family'],/ivo09vYN76w3epqAv9jS9BEXi5N.jpg
Antboy: Revenge of the Red Fury,"The film ' Antboy: Revenge of the Red Fury ' is a sequel to the Danish superhero film Antboy, based on the books by Kenneth Bøgh Andersen. The story is again on the ordinary Danish boy Pelle, who secretly fights crime as a superhero Antboy. In the first film, he made ​​short work of the super villain flea , now tucked away on the local insane clinic.",['Family'],/ye4KIGuRZmq2qRk85fZg7ubeV37.jpg
Famous Five 3,In their third cinema adventure the Famous Five are searching for a pirate treasure...,['Family'],/bFloolev7iM4i0nBR6qgvNnRvkW.jpg
Legends of Oz: Dorothy's Return,"Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City.",['Family'],/5XiNCjFudNX0Wj5LanPuIb8E9pU.jpg
The Radiator Springs 500½,"A 'leisurely drive' planned in honor of Radiator Springs’ town founder, Stanley, turns precarious as Baja pros descend on the town and challenge Lightning McQueen to an off-road race. Meanwhile, the townsfolk, led by a Stanley-costumed Mater, enjoy the planned 'leisurely drive' to retrace Stanley’s original frontier route. Thinking they’re on the same course, a wrong turn sends McQueen and the Baja pros on a treacherously wild bid for survival. The misunderstanding leaves the racing professionals in awe of the 'legend' of Stanley: the Original Off-Road Racer.",['Family'],/oKuGXTnggOmut8A0ZvU1Hh2yOa8.jpg
Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",['Family'],/o9mGTVnnsqMS3Oh2IloPKPpLiL3.jpg
Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",['Family'],/xwgy305K6qDs3D20xUO4OZu1HPY.jpg
Bibi & Tina: Bewildered and Bewitched,"When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch.",['Family'],/lqjDGwx2khUFfvY1aDXaUGIgq1t.jpg
Doraemon: New Nobita's Great Demon - Peko and the Exploration Party of Five,"Nobita finds a stray dog and brings him home, little does hi knows that the dog is actually a prince in his homeland, a world appart deep in the african 'Smokers Forest' were the dogs evolved and have their own empire, so he and his friends take on a journey to take back the young prince to his homeland but when they get there things have changed.",['Family'],/xKGMXQFGca4nKcO308aZ6nWz0Gc.jpg
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander's day begins with gum stuck in his hair, followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him, his mom, dad, brother, and sister all find themselves living through their own terrible, horrible, no good, very bad day.",['Family'],/pxbAepXQjsGFDHaR3dPndFSxDU0.jpg
Planes: Fire & Rescue,"When world-famous air racer Dusty learns that his engine is damaged and he may never race again, he must shift gears and is launched into the world of aerial firefighting. Dusty joins forces with veteran fire and rescue helicopter Blade Ranger and his team, a bunch of all-terrain vehicles known as The Smokejumpers. Together, the fearless team battles a massive wildfire, and Dusty learns what it takes to become a true hero.",['Family'],/pOmteFeBDI9FJOPTDvYJYFeAtdp.jpg
Maya the Bee Movie,"Freshly hatched bee Maya is a little whirlwind and won't follow the rules of the hive. One of these rules is not to trust the hornets that live beyond the meadow. When the Royal Jelly is stolen, the hornets are suspected and Maya is thought to be their accomplice. No one believes that she is the innocent victim and no one will stand by her except for her good-natured and best friend Willy. After a long and eventful journey to the hornets hive Maya and Willy soon discover the true culprit and the two friends finally bond with the other residents of the opulent meadow.",['Family'],/pMQ88CvnQroSjxk4IhM7YNbcjTx.jpg
Zapped,"Zoey is a talented dancer whose organized life is rudely disrupted when she moves in with her new step-dad and three step-brothers, until she discovers a dog-training app that can get boys to obey her every command. But she soon learns that it isn't the cure-all she had hoped for.",['Family'],/ql1OIPj2FgxO6FlRMhGfWlzA83N.jpg
Get Santa,"A father and son must team up to save Christmas when they discover Santa Claus sleeping in their garage, having crashed his sleigh and found himself on the run from the police.",['Family'],/gW4FX4DFRnKlGINzB4UdZJnSdgE.jpg
Northpole,"Northpole, the magical city where Santa and his elves live and work is in trouble. Families around the globe have gotten too busy to enjoy the season together, and Northpole depends on their holiday happiness to keep running. In the hopes of turning things around, a determined young elf befriends a little boy with a lot of spirit. His skeptical journalist mom doesn’t have room in her heart for anything but the facts, so it’s going to take a little nudge from his charming teacher to create an unbeatable Christmas team to turn around this town and share the importance of the season with the whole world.",['Family'],/1J0eisyWjmaZLXYDszjWbNpnKt9.jpg
Tom and Jerry: The Lost Dragon,"Tom and Jerry find a dragon egg, and help the baby dragon find its mother.",['Family'],/s2Tegfa5IOUkFx988FgTFZth189.jpg
Scooby-Doo! and the Beach Beastie,Scooby-Doo and the gang investigates a new ghost at a water park resort.,['Family'],/6tqBzcWJ1MVeP2emyVEHTQHPyJA.jpg
LEGO Scooby-Doo! Knight Time Terror,"Mystery Inc. is summoned to investigate occurrences in a haunted villa, where a black knight terrorizes anybody who tries to get close to treasure hidden by the former owner of the building.",['Family'],/A2DTc2QGOkKlEhEg3CKJtXOv5bI.jpg
Scooby-Doo! and Kiss: Rock and Roll Mystery,"Get ready to Rock! Scooby-Doo and the Mystery Inc. Gang team up with the one and only KISS in this all-new, out-of-this-world adventure! We join the Gang at KISS World – the all-things-KISS theme park, as they investigate a series of strange hauntings. With help from KISS, they discover that the Crimson Witch has returned to summon The Destroyer from the alternate dimension of Kissteria! The evil duos ghastly plan, to destroy the earth! Can the Gang's cunning and KISS's power of rock save the day?!",['Family'],/nTkQZPXZl9yx3tfPS9TSDZBdhHC.jpg
The Boy and the Beast,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures.",['Family'],/kzKJxfIdZ70nsPfKyq7hlYlJwSx.jpg
Regular Show: The Movie,"After a high school lab experiment goes horribly wrong, Mordecai and Rigby must go back in time to battle an evil volleyball coach in order to save the universe — and their friendship.",['Family'],/p44RoW4naoE1nlSGOqqT0J2pc09.jpg
The Last One and then We Go,A group of mariachis receives a letter to be part of the National Mariachi Contest in Mexico City. In order to be able to win they will need to travel together and solve their differences since their prime was 30 years ago.,['Family'],/uzNDERhGjQwXCDnrB5dIJjiBWO5.jpg
"Monster High: Boo York, Boo York","It's fright lights, big city when the Monster High ghouls head to Boo York! Cleo de Nile is invited to attend a gancy gala celebrating the return of the magical comet and, of course, she brings along her beast friends. But their trip isn't all fun and frightseeing because Nefera, Cleo's sister, uses the comet's power for her own spooktacularly sneaky plans. Can the monsters unwrap the mystery of the comet in time to stop Nefera? Find out in Booy York, Boo York, the first-ever Monster High musical, featuring eight original songs.",['Family'],/jdYMuynxD7T6wovmE5mHzy6u91J.jpg
Scooby-Doo! Moon Monster Madness,"It's one giant step for dog-kind as Scooby-Doo and the Gang blast off for an epic, other-worldly adventure in this all-new original movie! After winning the last 5 seats in a lottery, Scooby-Doo, Shaggy, Fred, Daphne and Velma are off to space in billionaire Sly Baron's brand new ship, the Sly Star One. It's all gravity-free fun until a mysterious alien begins destroying the ship! As the ship breaks down, the crew is forced to land on Sly Baron's base... on the dark side of the moon! Will the gang unravel this alien mystery? Will Scooby-Doo and Shaggy find snacks on the moon? Will Fred ever take his space helmet off?! Journey to the outer limits with Scooby-Doo to find out!",['Family'],/gwyT0ljh8mVViwO6N5p4ACcIsW5.jpg
"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,['Family'],/yyhniD8A7Mv6SOn8oo1Ba2K0mKc.jpg
Monster High: Haunted,"Lurk what's waiting for the Monster High ghouls when they bring their killer fashion to the howlways of the spooktacular Haunted High! When the ghouls of Monster High follow Spectra Vondergeist one day, they discover a creeperiffic Ghost World with an all-spirit school. But their scary-cute student bodies are hardly welcome with the very strict Principal Revenant, and she punishes Spectra with frightful detention chains that prevent her from re-joining Monster High. Now, it's up to the imperfectly perfect friends to take on ghostly forms in order to save one of their own from disappearing forever!",['Family'],/jvwpfW0xRt2pQGD5tJbqmkc9STb.jpg
Long Way North,"In 1892 Saint Petersburg, when her explorer grandfather's failure to return from his latest expedition brings dishonour to her aristocratic family, a resilient teenager runs away to follow in his trail in search of his famed ship.",['Family'],/nh3ModvEfZhSzfylPFsPaxt2CjG.jpg
Carrossel: O Filme,A group of friends finds their fun at vacation camp ruined when a big corporate developer threatens to build a pollution-spewing factory on the land.,['Family'],/7mFT1RnjzI83o65kh6NRsg2P8V8.jpg
Twinsters,"Adopted from South Korea, raised on different continents &amp; connected through social media, Samantha &amp; Anaïs believe that they are twin sisters separated at birth.",['Family'],/zU6hCAaOXj55xjJR6BeSZu3iWBo.jpg
Windstorm 2,"Summer vacation. Mika is overjoyed to see Windstorm again. But then she discovers strange wounds on the belly of Windstorm, for which no one has an explanation. Yet this is Kaltenbach verge of bankruptcy! With a heavy heart Mika decides to participate in a variety tournament in which beckons a high prize money. But during training affects Windstorm distracted, often he runs away easily. Mika pursued the black stallion until deep into the forest and is quite surprised: From the thicket a seemingly magical gray mare appears and the two horses dance around lovingly. Suddenly, a strange boy named Milan appears, who says the mare had escaped him. He claimed that he could Help Mika to win the tournament. But is there still time to save Kaltenbach?",['Family'],/jlIxeuiDVmo904sMiv4RvU5tVbt.jpg
My Little Pony: Equestria Girls - Friendship Games,"Canterlot High meets its rival school, Crystal Prep Academy, in a competition that’s a long-standing tradition – The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prep’s top students led by someone with an equal amount of interest in Equestrian magic – this world’s TWILIGHT SPARKLE.",['Family'],/ih6vNDVWAeSYJYoQAk03Gykl1DJ.jpg
Mune: Guardian of the Moon,"When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",['Family'],/fWjm8AH9YqkRUR2yf4y1mDIvj0O.jpg
Full Out,"Based on the true life story of California gymnast Ariana Berlin. As she zoned in on her Olympic goals, 14 year old Ariana Berlin's life took a sharp turn when she was involved in a debilitating car accident. Gaining her confidence and movement back through learning hip hop dance, she unexpectedly found herself called back to the gymnastics world thanks to world renowned UCLA Coach Valorie Kondos Field. With Val's help, Ariana was eventually able to secure a spot on the UCLA gymnastics team and win an NCAA championship, a lifelong goal that she had always dreamed of. This is a wonderfully inspiring story of persistence, confidence, and the heart and courage to make a somewhat impossible comeback in life.",['Family'],/e9c2JOwJlWUfIZRaxIWE2BZt5GV.jpg
Brothers of the Wind,"The way of the eagle is to raise two chicks. The stronger is destined always to throw the weaker from the nest. Man also has his ways, often to hurt those closest to him.  Lukas suffers at the hands of a father who has withdrawn since the loss of his wife. Killed whilst rescuing the infant Lukas, the boy now carries the burden of her death.  Our eagle’s story begins in the nest. The first-born chick pushes his weaker brother to a certain death on the forest floor. But fate intervenes and the chick is found by Lukas. Naming him Abel, Lukas cares for the creature in secret, finding a love and companionship denied to him at home. But when the day comes to release Abel back into the wild, will Lukas find his own release into a new life?",['Family'],/n7ghzx9azfBho8WNB02jqOlAm5P.jpg
Riley's First Date?,"Riley, now 12, who is hanging out with her parents at home when potential trouble comes knocking. Mom's and Dad's Emotions find themselves forced to deal with Riley going on her first ""date.""",['Family'],/cGLwfmLqg39822RFQMUDat0UJev.jpg
Barbie & Her Sisters in the Great Puppy Adventure,"Barbie and her sisters, Skipper, Stacie and Chelsea, and their adorable new puppy friends find unexpected mystery and adventure when they return to their hometown of Willows. While going through mementos in Grandma's attic, the sisters discover an old map, believed to lead to a long-lost treasure buried somewhere in the town. With their puppy pals in tow, the four girls go on an exciting treasure hunt, along the way discovering that the greatest treasure of all is the love and laughter they share as sisters!",['Family'],/3ybjPWweUjPXXqIXFERgPnOQ5O3.jpg
Cro Minion,Two minions have to babysit a little Neanderthal baby.,['Family'],/gduXRlGrywqLry0sdDrf37Tyibh.jpg
Strange Magic,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.",['Family'],/vjCdrK8gGRFnyuZb1j9BzgN2RaY.jpg
The Flintstones and WWE: Stone Age SmackDown!,"The WWE comes to town in the new animated film teaming the Flintstones with Bedrock-ready versions of John Cena, Daniel Bryan and more.",['Family'],/sEC1hwyG7pJaUazMtiroc31e3gK.jpg
Shaun the Sheep Movie,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",['Family'],/cAOyc1wykhkOJ5Vm0BdjsGrLbeD.jpg
The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest.",['Family'],/dZOcwqxurYhDyjmdnhYcGnn1agL.jpg
Barbie in Rock 'N Royals,"When royal Princess Courtney trades places with famous rock star Erika, two worlds collide while both learn to appreciate new friends and experiences.",['Family'],/aCKWWQpEijagMEfIOz0vW0aTDmv.jpg
Belle and Sebastian: The Adventure Continues,"September, 1945. Sebastian impatiently waits for the return of his friend Angelina, whom he has not seen for two years. When the plane carrying the young woman to her small village in the Alps is reported to have crashed in the mountains, Sebastian is convinced that Angelina is still alive. Along with his faithful dog Belle, Sebastian embarks on the most dangerous adventure of his life.",['Family'],/ma4p0CbGvAXDqKBLPI5VNFRbzSg.jpg
Huevos: Little Rooster's Egg-Cellent Adventure,"Toto has grown and now is a young cock. An evil rancher tricks the female owner of the ranch where they live and forces her to bet the property in a cockfight in the arena. Toto is the only option to defend their home, so he must train in just one week and win the championship of the arena.",['Family'],/e55ZEtyXkknzBgNmrcyTICAG3gA.jpg
Splitting Adam,"After accidentally stumbling into his uncle's mysterious ""tanning bed"", Adam learns the answer to all of his problems - multiple Adams. With his new collection of clones, Adam is hopping on one wild summer ride with an epic splash.",['Family'],/Ak40eOsh7MK466eJmoIUMwNEWON.jpg
Oddball,"An eccentric chicken farmer, with the help of his granddaughter, trains his mischievous dog Oddball to protect a penguin sanctuary from fox attacks in an attempt to reunite his family and save their seaside town.",['Family'],/8DoiFnHXzZhkyNyGw6s7DGpaauA.jpg
Frozen Fever,"On Anna's birthday, Elsa and Kristoff are determined to give her the best celebration ever, but Elsa's icy powers may put more than just the party at risk.",['Family'],/mPrDJ7puYzPLG5kPM96iNszF2sM.jpg
Stick Man,"Stick Man lives in the family tree with his Stick Lady Love and their stick children three, and he's heading on an epic adventure across the seasons. Will he get back to his family in time for Christmas?",['Family'],/hChFSATMxo9cDpDGl5iit5dx7yy.jpg
Dil Dhadakne Do,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",['Family'],/AqFX6282JM2ollS4XTFp6t6Dwa9.jpg
Pokémon the Movie: Hoopa and the Clash of Ages,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.",['Family'],/6kXRevMC1XSywmxqqRHuBcZlROT.jpg
Teen Beach 2,"When characters from the movie musical “Wet Side Story” get stuck in the real world, teens Brady and Mack must find a way to return them home.",['Family'],/5hm2P8pMoeJlETIaSP6OWR0Lu7c.jpg
Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",['Family'],/3nFnrivNgipSKZ8LZJJbRSlAcTR.jpg
Digimon Adventure tri. Part 1: Reunion,"After years of inactivity, the DigiDestined regroup with their Digimon to save their world, but have the years changed their characters too much?",['Family'],/hUB2K3u82VAOGyLTZjhh7XIRQZN.jpg
The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,['Family'],/8RSkxOO80btfKjyiC5ZiTaCHIT8.jpg
Top Cat Begins,Top Cat and his new feline friend hatch a scheme to steal from the fearful Mr. Big.,['Family'],/qqgXfEgWUm3GjQ1QorETpACXeZQ.jpg
Shaun the Sheep: The Farmer's Llamas,"Shaun bluffs his dimwitted farmer master into bidding for three llamas at a county fair. Once they arrive, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them – high-speed chases, careful rooftop scrambles and dangerous falls ensue.",['Family'],/21laLCk0pmTKpLybSFPwZUFNSD6.jpg
LEGO Marvel Super Heroes: Avengers Reassembled!,The Avengers are forced to “party” with Ultron when he seeks to disassemble the team by taking control of Iron Man’s armor and enact a nefarious scheme to take over the world.,['Family'],/xUBZNoY7idPfqKZepnDEv7Qc8GC.jpg
LEGO DC Comics Super Heroes: Justice League - Attack of the Legion of Doom!,"Crime is on the run as the newly formed Justice League keeps Metropolis safe and this makes evil genius Lex Luthor very unhappy. Together with Black Manta, Sinestro and a gang of ruthless recruits, Lex builds his own league and declares them the Legion of Doom. With this super powered team of terror and a plan to attack the top-secret government site, Area 52, can Lex finally be on the verge of victory? Sound the alarm and get ready for the bricks to fly when Superman, Batman, Wonder Woman and the rest of the Justice League face off against the world's greatest Super-Villains! It's the next all-new original movie from LEGO® and DC Comics.",['Family'],/x7RowYDdokZgb8yW2cAlOS70JiK.jpg
The Great Gilly Hopkins,"Wisecracking, gum-chewing 12-year-old Gilly is well known in the foster system. Totally unmanageable, she has stayed with more families than she can remember and has outwitted them all. After all, how can she settle down when her real mother, the beautiful and glamourous Courtney, might be out there waiting for her? When Gilly is sent to live with the Trotters, the weirdest family yet, she isn’t planning to stick around. But cheerful, affectionate Maime Trotter isn’t giving up on Gilly just yet...",['Family'],/jytUg1RkzYVfF4tzyXBRrAXRWII.jpg
Cosmic Scrat-tastrophe,Scrat struggles once again to protect his nut.,['Family'],/pJPeU4DhVMqHnZ9qcAKW2UkdUUP.jpg
Angels in the Snow,"In Angels in the Snow, the affluent, yet troubled Montgomery family hits the road for a special Christmas in the mountains.",['Family'],/qmMahviTDwv6uRehlGxWNbTuoOc.jpg
Mr. Holmes,"In 1947, long-retired and near the end of his life, Sherlock Holmes grapples with an unreliable memory and must rely on his housekeeper's son as he revisits the still-unsolved case that led to his retirement.",['Family'],/nNHkoefLcdtaHyG08G8aDn1yFMw.jpg
Ghost,An aircraft designer becomes a ghost after a sudden death. Now he needs to engage a help of seven-grader in order to finish all his unaccomplished tasks.,['Family'],/2njykKt6eASXbrMENEcLkDLZZ6Y.jpg
Italo,"Based on a true story, Italo vividly depicts the life-altering friendship between an extraordinary dog and a lonely child. One day, a good natured stray dog by the name of Italo, wanders into the small Sicilian town of Scicli. But Italo’s arrival causes a terrible uproar in the village, everyone there is fiercely opposed to having stray dogs around. Everyone… except Meno.",['Family'],/aPPepIugT5cmIUpZNEM1GETee67.jpg
Bad Hair Day,"Monica is desperate to be prom queen, but on the big night, her hair is an uncontrollable mess. Meanwhile, FBI agent Liz Morgan is on the hunt for a jewel thief who is looking for a stolen necklace, which Monica has in her possession. Soon, she and the agent chase the jewel thief, and she's whizzed on a wild adventure in the city.",['Family'],/8gsWYYYOCVWFy2JyMD7HRg6KfyC.jpg
The Cokeville Miracle,"On May 9, 1986, a small ranching community in Wyoming experiences a divine intervention when a couple detonates a bomb inside a crowded classroom.",['Family'],/lRQziSNSDTOIhBnxzkPYDT2DgCX.jpg
Sanjay's Super Team,"SANJAY'S SUPER TEAM follows the daydream of a young Indian boy, bored with his father's religious meditation, who imagines ""a kind of ancient, Hindu version of The Avengers,"" with the gods appearing like superheros.",['Family'],/mShcGzOctlq6zs33UdrCdAwZMGq.jpg
Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",['Family'],/dr02BdCNAUPVU07aOodwPYv6HCf.jpg
Ooops! Noah Is Gone...,"It's the end of the world. A flood is coming. Luckily for Dave and his son Finny, a couple of clumsy Nestrians, an Ark has been built to save all animals. But as it turns out, Nestrians aren't allowed. Sneaking on board with the involuntary help of Hazel and her daughter Leah, two Grymps, they think they're safe. Until the curious kids fall off the Ark. Now Finny and Leah struggle to survive the flood and hungry predators and attempt to reach the top of a mountain, while Dave and Hazel must put aside their differences, turn the Ark around and save their kids. It's definitely not going to be smooth sailing.",['Family'],/gEJXHgpiKh89Vwjc4XUY5CIgUdB.jpg
Doraemon: Nobita and the Space Heroes,"One day Doraemon, Nobita, Shizuka, Gian and Suneo were shooting a film as space heroes. When they were shooting the film in the open lot a boy called Aron comes and alerts them of aliens attacking his planet. They agree to help him by turning into real superheroes, but it isn't as easy as it looks.",['Family'],/pYVJgcuCU9swa7GEujygsRdkSQd.jpg
Batman Unlimited: Monster Mayhem,"The Joker is aided in his Halloween quest to render modern technology useless and take over Gotham City by Solomon Grundy, Silver Banshee, Clayface and Scarecrow.",['Family'],/jceXBNFMPLAKlo2MPJGJlXJBQJL.jpg
Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",['Family'],/kziYpr5Nfw60P0My8aj1sgCEqed.jpg
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,"Superman’s clone, Bizarro, has become an embarrassing problem. Chaos and destruction follow Bizarro everywhere as he always hears the opposite of what is said, says the opposite of what he means and does the opposite of what is right. And when the citizens of Metropolis keep confusing Bizarro with Superman, the Man of Steel decides it’s time to find a new home for him…on another planet! It’s up to the Justice League to come to terms with their backward counterparts and team up with them to stop Darkseid and save the galaxy!",['Family'],/g3EP0qrVY9k08OABBsLQMHzA0nG.jpg
Binky Nelson Unpacified,"After a daring heist at a museum, the youngest member of the villainous Nelson family, Binky, realizes he's left behind his beloved pacifier. Determined to retrieve it, Binky embarks on an adorable and hilarious mission to recover his prized possession, showcasing the Minions’ characteristic blend of mischief and charm. This short highlights the lengths even the smallest member of a family will go for what they treasure most.",['Family'],/ty9DL5MECbO2v2rbMuoxOJXRM0p.jpg
Once I Was a Beehive,"After losing her father to cancer, a teenage girl reluctantly joins her new step-cousin at a summer camp for Mormon girls.",['Family'],/zOV0bO2ZSnwsu9JsiujZFHr1kY7.jpg
I'm Off Then,"Based on the book ""Ich bin dann mal weg"" by Hape Kerkeling where the author describes his journey on the Way of St. James, a pilgrimage route, and the people he encounters there.",['Family'],/mfALps3CfdqpK5gOtnFTzfQbrE3.jpg
Debbie Macomber's Dashing Through The Snow,"Stranded at an airport at Christmastime, Ashley Harrison accepts a ride from Dash Sutherland, who has just rented the last car in town. As the pair heads north, their adventures include car trouble, adopting a puppy and being secretly tailed by federal agents, who believe Ashley is up to no good. With a hint of romance gradually filling the air will these two fall in love or will their journey bring about an unexpected road bump to romance?",['Family'],/odsvdvoDLb1sIWHtzWojxZXQni2.jpg
Barbie in Princess Power,"Barbie is Kara - a modern-day princess with a normal life. Kissed by a butterfly which gives her superpowers and allows her to become a Super Sparkle, she is ready to save the kingdom from evil - were it not for her jealous cousin who is also kissed by the butterfly and becomes her rival and nemesis. Watch as Super Sparkle and Dark Sparkle learn that together they can become a great team for good once they learn the power of friendship.",['Family'],/nCviAdChxibrKRZfvG7MZ2wsqdR.jpg
